slug;source;freq;position;channel;priority_group;priority_label;segment_orig;federal_count;regional_count;yandex_count;top10_domains;city_from;city_to;price
kazan-orenburg;old;247;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;8;0;taximejgorod.ru|www.avito.ru|kazan.taxiarkadiya.ru|orenburg-kazan-taxi.ru|kazan.taxi24h.ru|taksi-gorod.ru|kazan.sevastopol24.taxi|kazan.taksi24.taxi|taxi533.ru|yandex.ru;Казань;Оренбург;21900
nizhnij-novgorod-dzerzhinsk;old;242;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;19;0;go.yandex|unit-transfer.ru|taxi.yandex.ru|kiwitaxi.ru|taxigorkovskoe.ru|taksisvo.ru|1taxopark.ru|taxi.drive-luxe.ru|www.mezhgorod.taxi|yandex.ru|catalogtaksi.ru|mejgorod-taxi.ru|2gis.ru|taxivezde.ru|deshevotaxi.ru|vse-taxi.com|mezhgorod-rf.ru|www.avito.ru|ru-travel.org|obltaxi.ru|uslugi.yandex.ru|transfers.unitaxi.ru|jupiter-tmc.ru|perevozka24.com|www.taxi-love.ru|mejgorodtaxi.ru|taxi-nomera.ru|taximezhgorod24.ru|xn-----6kcnbecgjov3axagazifr.xn--p1ai|mezhgorod-taksi.ru;Нижний Новгород;Дзержинск;2000
donetsk-rostov-na-don;new;239;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;6;15;0;sky-transfer.ru|taxi-atlas.com|taxi-atlas.com|don-voyage.ru|avto-kruiz.com|avto-kruiz.com|xn-----6kckdgfipty1aaca1adgndr.xn--p1ai|alfataxi82.ru|taxi-yugtaxi.ru|donetsk.taksi24.taxi;;;
izhevsk-sarapul;old;239;8;SEO;D_DEFEND;SEO защита позиций;SEO_DEFEND;2;5;0;m.avito.ru|taxi5.online|xn----7sbhlekbng7dgc.xn--p1ai|catalogtaksi.ru|taxi24online.ru|kiwitaxi.ru|taksisvo.ru|city2city.ru|xn----7sbyhcmnbsdikx.xn--p1ai|taxi555.ru;Ижевск;Сарапул;3200
rostov-doneczk-rostovskaya-oblast;old;239;20;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;1;18;0;sky-transfer.ru|www.avito.ru|xn-----6kckdgfipty1aaca1adgndr.xn--p1ai|yandex.ru|xn--b1afanhqckwdt2czc.xn--p1ai|kubtaxi.ru|alfataxi82.ru|taxi-ug.ru|don-voyage.ru|tratatur.ru|taksi-gorod.ru|ug.taxi|taxi-yugtaxi.ru|taxi-atlas.com|perfect-taxi.ru|rostov.taxi24h.ru|azov-travel.ru|unit-transfer.ru|taxi533.ru|city2city.ru|xn--80aafg9bdcdsmgb.xn--p1ai|ugtravel.com|avto-kruiz.com|rostov.taksi24.taxi|taksisvo.ru|vk.com|deshevotaxi.ru|taxi-svobodnoe.ru|taksi-transfer.ru|taxi-bereg.ru;Ростов-на-Дону;Донецк;5000
moskva-kaluga;new;238;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;7;23;0;sky-transfer.ru|taxi-mobil.ru|www.avito.ru|moskva.taxi24h.ru|oldtaxi.ru|taxi555.ru|kubtaxi.ru|ugtaxi.ru|www.taximasters.ru|msk.taxiarkadiya.ru;;;
kaluga-moskva;new;238;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;9;18;2;yandex.ru|taxi-mobil.ru|ugtaxi.ru|kaluga.taxi24h.ru|kubtaxi.ru|taxi-russia.su|m.avito.ru|tratatur.ru|transfer40.com|kaluga.taksi24.taxi;;;
chelyabinsk-miass;old;237;7;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;1;6;0;www.avito.ru|intercity74.ru|taxidesyatka.ru|driver174.ru|sky-transfer.ru|taxi555.ru|city2city.ru|uralavtotaxi.ru|taksi-gorod.ru|rustransfer.org;Челябинск;Миасс;3800
kazan-ulyanovsk;old;234;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;2;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|2gis.ru|taxw.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|vc.ru;Международный аэропорт Казань;Ульяновск;6600
ulyanovsk-kazan;old;234;18;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;3;18;0;www.avito.ru|go.yandex|ulyanovsk.taxi24h.ru|ugtaxi.ru|ulyanovsk.sevastopol24.taxi|yandex.ru|kiwitaxi.ru|rustransfer.org|taxi555.ru|uslugi.yandex.ru|transfer-kazan.ru|taksi-gorod.ru|taksisvo.ru|1taxopark.ru|taxi-russia.su|taxi533.ru|taxi24online.ru|city2city.ru|transfers.unitaxi.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|taxivezde.ru|jupiter-tmc.ru|kazan.taxiarkadiya.ru|mejgorod-taxi.ru|vk.com|ru-travel.org|mezhgorod-rf.ru|ulyanovsk.taxi-krim.com|www.intui.travel;Ульяновск;Казань;6600
yaroslavl-rybinsk;old;226;14;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;3;21;0;www.avito.ru|xn----7sbyhcmnbsdikx.xn--p1ai|kiwitaxi.ru|catalogtaksi.ru|taxivezde.ru|transfers.unitaxi.ru|yatransfer76.ru|deshevotaxi.ru|taxi533.ru|taksisvo.ru|taxi555.ru|www.mezhgorod.taxi|1taxopark.ru|city2city.ru|mejgorod-taxi.ru|www.tourister.ru|takse.ru|obltaxi.ru|mejgorodtaxi.ru|www.taxi-love.ru|www.intui.travel|taksi-services.ru|vse-taxi.com|mezhdugorodnee-taxi24.ru|perevozka24.com|ubitaxi.ru|taxi-yaroslavl-yaroslavl-oblast-ru.taxigator.ru|mezhgorod-taksi.ru|ratour.ru|mezhdugorodnee-taksi.ru;Ярославль;Рыбинск;3800
krasnodar-sochi;new;222;23;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT_NEW;6;22;2;kubtaxi.ru|m.avito.ru|krasnodar.sky-transfer.ru|taxi-krasnodar-aeroport.ru|tratatur.ru|taxi-ug.ru|yandex.ru|taxi.ugtravel.com|krasnodar.taxi24h.ru|alfataxi82.ru;;;
samara-uralsk;old;222;10;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;3;16;0;www.avito.ru|samara-uralsk.ru|yandex.ru|souzviptaxi.ru|uralsk-samara.ru|www.olx.kz|kiwitaxi.ru|t.me|ok.ru|city2city.ru|vk.com|unit-transfer.ru|taxi-drive24.com|obyavleniya.kaspi.kz|perevozka24.kz|rustransfer.org|taxivipsamara.ru|korona-taksi.ru|perevozchik163.ru|youla.ru|dzen.ru|samara.kupiprodai.ru|taxi-drive24-samara.ru|taxiuralsk.ru|taksi-samara-uralsk-samara.clients.site|taksi-region-samara-uralsk.clients.site|taxi-ex-press.ru|taksi-samara.clients.site|taxi-vezet.kz|taximezhgorod.simdif.com;Самара;Уральск;8700
sankt-peterburg-leningradskaya;new;218;5;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD_NEW;12;14;4;taxitoday.ru|old.taxovichkof.ru|taxideshevo.com|yandex.ru|city2city.ru|ugtaxi.ru|taxi628.ru|m.avito.ru|utaxi-spb.ru|uslugi.yandex.ru;;;
murmansk-polyarnyy;old;218;4;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;1;18;0;vk.com|taxi555.ru|www.taxi2000.ru|city2city.ru|deshevotaxi.ru|severnaja-transfernaja.clients.site|1taxopark.ru|kiwitaxi.ru|taksi-gorod.ru|catalogtaksi.ru|route51.ru|taxi.drive-luxe.ru|taxivezde.ru|yandex.ru|zoon.ru|2gis.ru|stk51.ru|pervoetaxi.orgs.biz|uslugi.yandex.ru|obltaxi.ru|taximurmansk.ru|transfers.unitaxi.ru|www.taxi-love.ru|rutaxist.ru|taxi-nomera.ru|murmansk.nashaspravka.ru|taxidrom.com|mejgorodtaxi.ru|taxitelephone.ru|xn--i1adgcei2f3a.xn--80akxkdedu.xn--p1acf;Мурманск;Полярный;3000
krasnodar-rostov-na-donu;old;216;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;23;0;kubtaxi.ru|krasnodar.sky-transfer.ru|www.avito.ru|tratatur.ru|taxi-ug.ru|krasnodar.taksi24.taxi|alfataxi82.ru|taksi-gorod.ru|taxi-bereg.ru|yandex.ru|taxiresort.ru|krasnodar.taxi24h.ru|kiwitaxi.ru|ug.taxi|www.taxisea.ru|perfect-taxi.ru|go.yandex|transfers.unitaxi.ru|centertaxi-krd.ru|taxi.ugtravel.com|ugtaxi.ru|taxi-svobodnoe.ru|taxi-kuban.ru|autoyellow.ru|transferoff.ru|ugtravel.ru|taxi24online.ru|taxi533.ru|transfervkrimu.ru|www.krd-taxi.ru;Краснодар;Ростов-на-Дону;8500
orenburg-buguruslan;old;216;15;SEO+DIRECT;A_GOLD;SEO Gold + Директ;SEO_GOLD_DIRECT;2;18;0;www.avito.ru|vk.com|taksisvo.ru|taxi555.ru|taxivezde.ru|1taxopark.ru|xn----7sbyhcmnbsdikx.xn--p1ai|yandex.ru|www.taxi2000.ru|mejgorodtaxi.ru|taxi533.ru|nexttax.ru|taxi-cosmos.ru|rustransfer.org|city2city.ru|ok.ru|deshevotaxi.ru|www.taxi-love.ru|www.rome2rio.com|obltaxi.ru|taxi-russia.su|takse.ru|catalogtaksi.ru|www.taxi-rokada.ru|taxi-nomer.ru|taxi-nomera.ru|www.blablacar.ru|vse-taxi.com|yandex.ru|mezhgorod-taksi.ru;Оренбург;Бугуруслан;10800
rostov-krasnodar;old;216;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;23;0;www.avito.ru|yandex.ru|rostov-na-donu.sky-transfer.ru|alfataxi82.ru|transfervkrimu.ru|autoyellow.ru|cvo-taxi.ru|tratatur.ru|taxi.ugtravel.com|taksi-gorod.ru|rostov.taxi24h.ru|simfer-taxi.ru|perfect-taxi.ru|kiwitaxi.ru|kubtaxi.ru|rostov.taksi24.taxi|ug.taxi|ugtaxi.ru|rostov.taxi-krim.com|taxi.transferplustravel.com|ugtravel.ru|unit-transfer.ru|rustransfer.org|alex-transport.ru|transfers.unitaxi.ru|transferug.ru|taxi-ug.ru|taxi-cosmos.ru|taxi-svobodnoe.ru|taxi-bereg.ru;Ростов-на-Дону;Краснодар;8200
orenburg-meleuz;old;215;8;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;2;19;0;www.avito.ru|vk.com|orenburg-ufa.ru|taxivezde.ru|rustransfer.org|taksisvo.ru|taxi555.ru|city2city.ru|yandex.ru|taxi.drive-luxe.ru|www.rome2rio.com|www.taxi2000.ru|1taxopark.ru|taxi-russia.su|ab-taxi.ru|jupiter-tmc.ru|takse.ru|www.intui.travel|www.taxi-love.ru|www.taxi-rokada.ru|obltaxi.ru|taxi56.tb.ru|taxi-nomera.ru|catalogtaksi.ru|deshevotaxi.ru|taksi-prestizh--102.clients.site|xn--80ajkhneomg.xn--p1ai|taxi56ru.ru|vse-taxi.com|korona-taksi.ru;Оренбург;Мелеуз;5300
krasnodar-yalta;new;212;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;3;23;1;kubtaxi.ru|taxi-ug.ru|www.avito.ru|alfataxi82.ru|tratatur.ru|krasnodar.sky-transfer.ru|krasnodar.taxi24h.ru|yandex.ru|taxi-bereg.ru|taxi-krasnodar-aeroport.ru;;;
krasnodar-anapa;old;212;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;20;0;geltaxi.ru|kubtaxi.ru|tratatur.ru|www.avito.ru|anapa-taxi-transfer.ru|taxi-ug.ru|uslugi.yandex.ru|anapa.taxovichkof.ru|yandex.ru|kiwitaxi.ru|taxi.yandex.ru|taxianapa.com|viptaxi-anapa.ru|taxi.transferplustravel.com|anapa.taximaxim.ru|transfer.open-anapa.ru|www.tourister.ru|taxiresort.ru|vk.com|taxi-anapa-transfer.ru|ugtaxi.ru|taxi.ugtravel.com|anapa-taxi.com|www.txanapa.ru|taxi-anapa-aeroport.ru|taxi-airport-anapa.ru|transfer-anapa-aeroport.ru|taxi-anapa-online.ru|www.aaqaero.ru|deshevotaxi.ru;Аэропорт;Анапа;5000
ufa-ishimbaj;old;210;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;19;0;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|taxitops.ru|vse-taxi.com|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;Уфа;Ишимбай;5100
izhevsk-votkinsk;old;208;7;SEO;D_DEFEND;SEO защита позиций;SEO_DEFEND;1;4;0;kiwitaxi.ru|taksisvo.ru|vk.com|taxi555.ru|1taxopark.ru|xn----7sbhlekbng7dgc.xn--p1ai|city2city.ru|xn----7sbyhcmnbsdikx.xn--p1ai|www.taxi2000.ru|obltaxi.ru;Ижевск;Воткинск;3000
ufa-chelyabinsk;old;207;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;19;0;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|www.yell.ru|m.avito.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|taxitops.ru|vse-taxi.com|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;Уфа;Челябинск;12400
kazan-oktyabrskij-respublika-bashkortostan;old;206;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;5;0;taxibelka.ru|www.avito.ru|taxi555.ru|vk.com|taxi-kazan.com|1taxopark.ru|mezhgorod-rf.ru|transfer-kazan.ru|taxi533.ru|yandex.ru;Казань;Октябрьский;12300
moskva-sochi;new;204;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;9;19;2;www.avito.ru|kubtaxi.ru|cvo-taxi.ru|moskva.sky-transfer.ru|moskva.taxi24h.ru|yandex.ru|moskva.yalta-24.taxi|taxi555.ru|www.taxi2000.ru|ug.taxi;;;
kazan-aznakaevo;old;204;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;0;5;0;kazan.taxiarkadiya.ru|mezhgorod.pro|aznakaevo-rt.ru|transfer-kazan.ru|www.rome2rio.com|taxi.drive-luxe.ru|www.taxi2000.ru|1taxopark.ru|taxi555.ru|yandex.ru;Казань;Азнакаево;9300
severodvinsk-arhangelsk;old;202;14;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;14;0;go.yandex|www.pegas-29.ru|vk.com|www.avito.ru|premium29.ru|29pegas.ru|kiwitaxi.ru|catalogtaksi.ru|1taxopark.ru|deshevotaxi.ru|www.mezhgorod.taxi|taxi.drive-luxe.ru|www.taxi2000.ru|city2city.ru|taxivezde.ru|rustransfer.org|taksi-gorod.ru|vse-taxi.com|taxi.yandex.ru|transfers.unitaxi.ru|teshka.ru|takse.ru|mejgorodtaxi.ru|arh.flynow.ru|xn--b1aafcbuoxfthj.xn--80akxkdedu.xn--p1acf|ru-travel.org|www.rome2rio.com|perevozka24.com|www.taxi-love.ru|yandex.ru;Северодвинск;Архангельск;3000
krasnodar-majkop;new;201;;DIRECT;H_DIRECT_TEST;Директ тест;POTENTIAL_DIRECT_NEW;9;19;0;kubtaxi.ru|www.avito.ru|taxi-ug.ru|taxi.ugtravel.com|tratatur.ru|krasnodar.taxi24h.ru|taxiresort.ru|krasnodar.taksi24.taxi|kiwitaxi.ru|rustransfer.org;;;
kazan-zelenodolsk;old;201;7;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;5;0;go.yandex|kazan.taxiarkadiya.ru|kiwitaxi.ru|taxi555.ru|taksi-gorod.ru|1taxopark.ru|city2city.ru|taxi533.ru|ugtaxi.ru|www.avito.ru;Казань;Зеленодольск;3000
samara-ufa;old;200;24;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;24;0;cvo-taxi.ru|www.avito.ru|sky-transfer.ru|xn----7sbabxukdmwuiegm.xn--p1ai|samara.taksi24.taxi|taxi533.ru|taxi24online.ru|www.mezhgorod.taxi|taksi-gorod.ru|unit-transfer.ru|samara.sevastopol24.taxi|ug.taxi|samara.taxi24h.ru|samara.taxi-krim.com|mejgorod-taxi.ru|taxivezde.ru|taksisvo.ru|rf-taxi.ru|taxibulgakovo.ru|www.xn-----7kcbaaphbhdai9a3awnjra5bnrctq.xn--p1ai|rustransfer.org|taxiufa.ru|taxi-cosmos.ru|city2city.ru|xn----7sbp3acjidhfbkt.su|samara-airport.com|taxi-samara.su|transfer63.ru|mezhgorod-taksi.clients.site|mejgorodtaxi.ru;Самара;Уфа;13800
ufa-samara;old;200;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;18;0;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|ufa1.ru|yandex.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|zoon.ru|go.yandex|uslugi.yandex.ru|ufa.flamp.ru|rutaxi.ru|taxiufa.ru|ufa.taptaxi.su|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|prufy.ru|vse-taxi.com|taxitops.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com|rutaxist.ru;Уфа;Самара;14000
moskva-ivanovo;new;199;;DIRECT;H_DIRECT_TEST;Директ тест;POTENTIAL_DIRECT_NEW;11;17;2;www.avito.ru|sky-transfer.ru|www.100mtaxi.ru|moskva.taksi24.taxi|www.taximasters.ru|msk.taxiarkadiya.ru|ab-taxi.ru|oldtaxi.ru|www.taxi2000.ru|moskva.taxi24h.ru;;;
ivanovo-moskva;new;199;;DIRECT;H_DIRECT_TEST;Директ тест;POTENTIAL_DIRECT_NEW;12;12;4;sky-transfer.ru|yandex.ru|kubtaxi.ru|m.avito.ru|2gis.ru|kiwitaxi.ru|uslugi.yandex.ru|www.taxi2000.ru|ivanovotransfer.ru|ivanovo.taxi24h.ru;;;
arxangelsk-onega;new;197;;DIRECT;H_DIRECT_TEST;Директ тест;POTENTIAL_DIRECT_NEW;20;5;0;onega.su|taxi555.ru|1taxopark.ru|taksi-gorod.ru|www.taxi2000.ru|rustransfer.org|kiwitaxi.ru|vk.link|obltaxi.ru|takse.ru;;;
kazan-yoskar_ola;old;192;;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;3;2;0;taxi-airport-kazan.ru|yandex.ru|kiwitaxi.ru|www.avito.ru|2gis.ru|uslugi.yandex.ru|www.tourister.ru|vc.ru|kazan.rustransfer.org|www.intui.travel;Международный аэропорт Казань;Йошкар-Ола;5000
moskva-vladimir;old;191;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;16;0;taxi.yandex.ru|moskva.taximaxim.ru|vezet.ru|city-mobil.ru|yandex.ru|taximoskva.com|msk.taxovichkof.ru|drivee.com|journal.sovcombank.ru|2gis.ru|www.avito.ru|xn----7sbb4ajch8bfab.xn--p1ai|moskva.taxipoehali.ru|uslugi.yandex.ru|oldtaxi.ru|zoon.ru|www.taximasters.ru|t-j.ru|moskva.taxideshevo.com|www.taxi-ritm.ru|go.yandex|tradetaxi.ru|taxi555.ru|msk.svoetaksi.ru|msk.taxi-protaxi.ru|taxi-angel.ru|taksi-moskva24.ru|taxispeed.ru|nyt.ru|www.utaxi-msk.ru;Москва;Владимир;5500
vladimir-moskva;old;191;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;19;0;vladimir.taxi24h.ru|uslugi.yandex.ru|taxi555.ru|vladimir.taksi24.taxi|xn--33-6kcu3bqdcefbvh.xn--p1ai|ug.taxi|yandex.ru|kiwitaxi.ru|taxi24online.ru|www.taxi2000.ru|xn----7sbyhcmnbsdikx.xn--p1ai|msk.taxi|transfer-vlad33.ru|vladimir.skidkom.ru|taxi-mobil.ru|1taxopark.ru|ugtaxi.ru|transfers.unitaxi.ru|taxi-russia.su|xn----7sbbhlczaxnd8adiem2b.xn--80adxhks|www.taxi-rokada.ru|wing-taxi.ru|www.avito.ru|xn--33-6kca8fg.xn--p1ai|vladimir.taxi-krim.com|mejgorod-taxi.ru|xn--33-6kc6aj6be.xn--p1ai|taxivezde.ru|perevozka24.com|taxi533.ru;Владимир;Москва;5500
cheboksary-kazan;new;190;;DIRECT;H_DIRECT_TEST;Директ тест;POTENTIAL_DIRECT_NEW;15;11;3;go.yandex|www.avito.ru|taxiarkadiya.ru|vk.com|yandex.ru|kiwitaxi.ru|uslugi.yandex.ru|taxiboss.biz|ugtaxi.ru|taxi24online.ru;;;
tumen-ekaterinburg;old;190;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;1;18;0;yandex.ru|2gis.ru|taxi.yandex.ru|tyumen.taximaxim.ru|vezet.ru|tyumen.taxovichkof.ru|tyumen.taxipoehali.ru|drivee.com|zoon.ru|m.avito.ru|city-mobil.ru|tyumen.flamp.ru|uslugi.yandex.ru|perevozka24.com|taxi-business.com|www.yell.ru|taxiomega.ru|rutaxi.ru|taxi-455555.ru|taxitops.ru|intaxi.ru|www.estaxi.ru|top10a.ru|catalogtaksi.ru|taxigoroda.ru|vse-taxi.com|taxieconom.ru|deshevotaxi.ru|taxi-nomera.ru|eurotaxi72.ru;городской округ Тюмень;Екатеринбург;9900
kazan-cheboksary;old;190;;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;2;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|2gis.ru|taxw.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|vc.ru;Международный аэропорт Казань;Чебоксары;5100
kemerovo-novokuznetsk;old;188;;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;6;0;royalcars54.ru|sky-transfer.ru|www.avito.ru|rustransfer.org|taksi-gorod.ru|kiwitaxi.ru|1taxopark.ru|taxi533.ru|catalogtaksi.ru|taxikemerovo.ru;Кемерово;Новокузнецк;6600
murmansk-kirovsk;old;183;;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;3;15;0;www.avito.ru|perfect-taxi.ru|taksi-gorod.ru|www.mezhgorod.taxi|go.ridence.ru|taximurmansk.ru|1taxopark.ru|vc.ru|rustransfer.org|vk.com|kiwitaxi.ru|taxi.drive-luxe.ru|goridence.ru|ru-travel.org|transfers.unitaxi.ru|uslugi.yandex.ru|jupiter-tmc.ru|catalogtaksi.ru|www.taxi-love.ru|deshevotaxi.ru|www.rome2rio.com|www.intui.travel|mezhgorod-taksi.ru|arctic-bus.ru|tenchat.ru|mejgorodtaxi.ru|taxi-russia.ru|sky-transfer.ru|transfergid.ru|transport-services.ru;Мурманск;Кировск;6500
ekaterinburg-tagil;old;182;;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;3;0;yandex.ru|2gis.ru|www.tourister.ru|kiwitaxi.ru|www.avito.ru|taxi-avantime.ru|willway.ru|transfers.unitaxi.ru|uslugi.yandex.ru|ekaterinburg.rustransfer.org;международный аэропорт Кольцово Екатеринбург;Нижний Тагил;4300
svo-taxi-krasnodar-donetsk;old;181;;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;14;0;taxi.yandex.ru|krasnodar.taximaxim.ru|yandex.ru|2gis.ru|vezet.ru|www.avito.ru|city-mobil.ru|zoon.ru|uslugi.yandex.ru|krasnodar.taxipoehali.ru|drivee.com|krasnodar.taxovichkof.ru|krasnodar.flamp.ru|www.auto-krasnodar.ru|go.yandex|www.yell.ru|firstaxi.ru|perevozka24.com|kubtaxi.ru|rutaxi.ru|teleportpro.org|taxisaturn.ru|transport.globser.ru|krasnodar.taptaxi.su|krasnodarskoe-taxi.ru|93.ru|www.krd-taxi.ru|perfect-taxi.ru|centertaxi-krd.ru|krasnodar.taxikaskad.ru;Краснодар;Донецк;13500
orenburg-kazan;old;180;26;DIRECT;H_DIRECT_TEST;Директ тест;DIRECT_TEST;1;24;0;taximejgorod.ru|www.avito.ru|orenburg-kazan-taxi.ru|nexttax.ru|vk.com|orenburg.taxi24h.ru|taxi533.ru|sky-transfer.ru|taksi-gorod.ru|taxi555.ru|ab-taxi.ru|ugtaxi.ru|transfer-kazan.ru|orenburg.taksi24.taxi|taxivezde.ru|taksisvo.ru|rustransfer.org|www.mezhgorod.taxi|taxi.drive-luxe.ru|orenburg.taxi-krim.com|jupiter-tmc.ru|t.me|www.taxi-love.ru|taxi-cosmos.ru|orentransfer.ru|city2city.ru|mejgorodtaxi.ru|catalogtaksi.ru|orenburg.aeroport-simferopol.taxi|obltaxi.ru;Оренбург;Казань;21600
barnaul-gorno-altaysk;old;179;9;SEO;E_MONITOR;SEO мониторинг;SEO_MONITOR;2;3;0;barnaul.sky-transfer.ru|www.avito.ru|royalcars54.ru|kiwitaxi.ru|rustransfer.org|taxi555.ru|willway.ru|1taxopark.ru|city2city.ru|vk.com;Барнаул;Горно-Алтайск;7600
kurgan-tyumen;old;179;24;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;17;0;www.avito.ru|taxi555.ru|1taxopark.ru|kiwitaxi.ru|taxi-russia.su|www.taxi2000.ru|vse-taxi.com|taxivezde.ru|rustransfer.org|www.rome2rio.com|jupiter-tmc.ru|transfers.unitaxi.ru|mezhgorod-rf.ru|catalogtaksi.ru|nexttax.ru|www.mezhgorod.taxi|obltaxi.ru|deshevotaxi.ru|ru-travel.org|www.taxi-love.ru|mejgorodtaxi.ru|taxi-kurgan-kurgan-oblast-ru.taxigator.ru|xn--72-glcedg4btat.xn--p1ai|city2city.ru|vk.com|mezhgorod-taksi.ru|taxi-nomera.ru|poehalinataxi.online|taxy-curgan-tumen-cene.orgs.biz|nashetaxsi.ru;Курган;Тюмень;6000
sankt-peterburg-velikij-novgorod;old;174;18;SEO;F_AUTOPILOT;SEO автопилот;SEO_AUTOPILOT;2;22;0;www.avito.ru|sky-transfer.ru|drivee.com|taxi555.ru|ugtaxi.ru|taxideshevo.com|vk.com|kiwitaxi.ru|taxi533.ru|www.taxi2000.ru|taxitoday.ru|xn--80acuhrfsebr.xn--p1ai|taksisvo.ru|unit-transfer.ru|transfers.unitaxi.ru|taxi.drive-luxe.ru|avtorenda.ru|city2city.ru|mejgorod-taxi.ru|deshevotaxi.ru|intercity-taxispb.ru|taxivezde.ru|vtstaxi.ru|www.taxi-love.ru|catalogtaksi.ru|taxi-cosmos.ru|www.daleko-taxi.ru|taxi-spb-online.ru|xn----7sbebjgab2at5brxcj5g.xn--p1ai|poehalinataxi.online;Санкт-Петербург;Великий Новгород;6400
