url;gorod1;gorod2;rasstoyanie
https://city2city.ru/krasnodar-semikarakorsk.html;Краснодар;Семикаракорск;
https://city2city.ru/krasnodar-stanicza-egorlykskaya.html;Краснодар;станица Егорлыкская;
https://city2city.ru/krasnodar-staroshherbinovskaya.html;Краснодар;станица Старощербиновская;
https://city2city.ru/krasnodar-veselovka.html;Краснодар;посёлок Веселовка;
https://city2city.ru/krasnodar-zhukovskij.html;Краснодар;Жуковский;
https://city2city.ru/krasnoyarsk-aeroport-xabarovsk-novyj.html;Красноярск;аэропорт Хабаровск (Новый) имени Г.И. Невельского;
https://city2city.ru/krasnoyarsk-aldan.html;Красноярск;Алдан;
https://city2city.ru/krasnoyarsk-asino.html;Красноярск;город Асино;
https://city2city.ru/krasnoyarsk-belovo.html;Красноярск;Белово;
https://city2city.ru/krasnoyarsk-kirensk.html;Красноярск;Киренск;
https://city2city.ru/krasnoyarsk-kurtamysh.html;Красноярск;Куртамыш;
https://city2city.ru/krasnoyarsk-mezhdurechensk.html;Красноярск;Междуреченск;
https://city2city.ru/krasnoyarsk-mogocha.html;Красноярск;Могоча;
https://city2city.ru/krasnoyarsk-nizhnevartovsk.html;Красноярск;Нижневартовск;
https://city2city.ru/krasnoyarsk-partizansk.html;Красноярск;Партизанск;
https://city2city.ru/krasnoyarsk-rubczovsk.html;Красноярск;Рубцовск;
https://city2city.ru/krasnoyarsk-severobajkalsk.html;Красноярск;Северобайкальск;
https://city2city.ru/krasnoyarsk-shagonar.html;Красноярск;Шагонар;
https://city2city.ru/krasnoyarsk-topki.html;Красноярск;Топки;
https://city2city.ru/kurgan-artyomovskij.html;Курган;Артёмовский;
https://city2city.ru/kurgan-ivanovo.html;Курган;Иваново;
https://city2city.ru/kurgan-joshkar-ola.html;Курган;Йошкар-Ола;
https://city2city.ru/kurgan-meleuz.html;Курган;Мелеуз;
https://city2city.ru/kurgan-neftekamsk.html;Курган;Нефтекамск;
https://city2city.ru/kurgan-samara.html;Курган;Самара;
https://city2city.ru/kurgan-saratov.html;Курган;Саратов;
https://city2city.ru/kurgan-tolyatti.html;Курган;Тольятти;
https://city2city.ru/kurgan-ufa.html;Курган;Уфа;
https://city2city.ru/kurgan-vorotynecz.html;Курган;поселок городского типа Воротынец;
https://city2city.ru/kurgan-vostochnyj.html;Курган;посёлок городского типа Восточный;
https://city2city.ru/kurgan-yuzhnouralsk.html;Курган;Южноуральск;
https://city2city.ru/kursk-arxangelsk.html;Курск;Архангельск;
https://city2city.ru/kursk-biryuch.html;Курск;Бирюч;
https://city2city.ru/kursk-borisoglebsk.html;Курск;Борисоглебск;
https://city2city.ru/kursk-domodedovo.html;Курск;Домодедово;
https://city2city.ru/kursk-dubrovka.html;Курск;деревня Дубровка;
https://city2city.ru/kursk-izmajlovo.html;Курск;поселок городского типа Измайлово;
https://city2city.ru/kursk-joshkar-ola.html;Курск;Йошкар-Ола;
https://city2city.ru/kursk-kirov.html;Курск;Киров;
https://city2city.ru/kursk-konakovo.html;Курск;Конаково;
https://city2city.ru/kursk-krasnoturinsk.html;Курск;Краснотурьинск;
https://city2city.ru/kursk-kurganinsk.html;Курск;Курганинск;
https://city2city.ru/kursk-malysheva.html;Курск;рабочий поселок Малышева;
https://city2city.ru/kursk-novospasskoe.html;Курск;посёлок городского типа Новоспасское;
https://city2city.ru/kursk-olonecz.html;Курск;Олонец;
https://city2city.ru/kursk-solnechnogorsk.html;Курск;Солнечногорск;
https://city2city.ru/kursk-staraya-russa.html;Курск;Старая Русса;
https://city2city.ru/kursk-tulskij.html;Курск;посёлок Тульский;
https://city2city.ru/kursk-tyumen.html;Курск;Тюмень;
https://city2city.ru/kursk-velikij-ustyug.html;Курск;Великий Устюг;
https://city2city.ru/kyzyl-irkutsk.html;Кызыл;Иркутск;
https://city2city.ru/kyzyl-novokuznetsk.html;Кызыл;Новокузнецк;
https://city2city.ru/lipeczk-aleksandrov.html;Липецк;Александров;
https://city2city.ru/lipeczk-alekseevka.html;Липецк;село Алексеевка;
https://city2city.ru/lipeczk-cheboksary.html;Липецк;Чебоксары;
https://city2city.ru/lipeczk-chusovoj.html;Липецк;Чусовой;
https://city2city.ru/lipeczk-eleczkij.html;Липецк;посёлок городского типа Елецкий;
https://city2city.ru/lipeczk-kimry.html;Липецк;Кимры;
https://city2city.ru/lipeczk-kirov.html;Липецк;Киров;
https://city2city.ru/lipeczk-krasnyj.html;Липецк;поселок городского типа Красный;
https://city2city.ru/lipeczk-petrovskij.html;Липецк;поселок городского типа Петровский;
https://city2city.ru/lipeczk-petushki.html;Липецк;Петушки;
https://city2city.ru/lipeczk-shebekino.html;Липецк;Шебекино;
https://city2city.ru/lipeczk-svobodnyj.html;Липецк;посёлок городского типа Свободный;
https://city2city.ru/lipeczk-ulyanovsk.html;Липецк;Ульяновск;
https://city2city.ru/lipeczk-yasnyj.html;Липецк;Ясный;
https://city2city.ru/mariupol-lipetsk.html;Мариуполь;Липецк;
https://city2city.ru/mariupol-vologda.html;Мариуполь;Вологда;
https://city2city.ru/melitopol-kursk.html;Мелитополь;Курск;
https://city2city.ru/melitopol-stavropol.html;Мелитополь;Ставрополь;
https://city2city.ru/moskva-agoj.html;Москва;село Агой;
https://city2city.ru/moskva-belyj-gorodok.html;Москва;посёлок городского типа Белый Городок;
https://city2city.ru/moskva-borovskij.html;Москва;посёлок городского типа Боровский;
https://city2city.ru/moskva-buj.html;Москва;Буй;
https://city2city.ru/moskva-gorodecz.html;Москва;Городец;
https://city2city.ru/moskva-gorodishhi.html;Москва;посёлок городского типа Городищи;
https://city2city.ru/moskva-ilinka.html;Москва;село Ильинка;
https://city2city.ru/moskva-kadom.html;Москва;рабочий посёлок Кадом;
https://city2city.ru/moskva-kalach.html;Москва;Калач;
https://city2city.ru/moskva-kamenka.html;Москва;поселок городского типа Каменка;
https://city2city.ru/moskva-kameshkovo.html;Москва;Камешково;
https://city2city.ru/moskva-karabanovo.html;Москва;Карабаново;
https://city2city.ru/moskva-kondrovo.html;Москва;Кондрово;
https://city2city.ru/moskva-kuzhenkino.html;Москва;село Куженкино;
https://city2city.ru/moskva-labinsk.html;Москва;Усть-Лабинск;
https://city2city.ru/moskva-liski.html;Москва;Лиски;
https://city2city.ru/moskva-lux.html;Москва;посёлок городского типа Лух;
https://city2city.ru/moskva-lyuban.html;Москва;Любань;
https://city2city.ru/moskva-nikolskij.html;Москва;посёлок городского типа Никольский;
https://city2city.ru/moskva-palex.html;Москва;посёлок городского типа Палех;
https://city2city.ru/moskva-peno.html;Москва;посёлок городского типа Пено;
https://city2city.ru/moskva-proletarsk.html;Москва;Пролетарск;
https://city2city.ru/moskva-raduzhnyj.html;Москва;Радужный;
https://city2city.ru/moskva-sapozhok.html;Москва;рабочий посёлок Сапожок;
